SessionID,UserID,DeviceType,Country,ReferralSource,step1_home,step2_product,step3_cart,step4_checkout,step5_confirm,is_purchased
session_2198,user_2759,Mobile,France,Direct,1,1,0,0,0,0
session_2199,user_2271,Desktop,France,Social Media,1,0,0,0,0,0
session_22,user_2046,Desktop,UK,Social Media,1,0,0,0,0,0
session_220,user_1827,Mobile,UK,Social Media,1,1,0,0,0,0
session_2200,user_2426,Tablet,Australia,Email,1,1,0,0,0,0
session_2201,user_1658,Mobile,UK,Google,1,1,0,0,0,0
session_2202,user_2121,Desktop,UK,Google,1,0,0,0,0,0
session_2203,user_1041,Desktop,France,Direct,1,1,1,0,0,0
session_2204,user_1883,Tablet,France,Email,1,1,1,1,1,1
session_2205,user_2550,Tablet,Australia,Google,1,1,0,0,0,0
session_2206,user_1775,Tablet,Germany,Email,1,1,0,0,0,0
session_2207,user_2363,Mobile,USA,Google,1,1,0,0,0,0
session_2208,user_1624,Desktop,Australia,Google,1,1,1,1,1,1
session_2209,user_1560,Tablet,France,Google,1,0,0,0,0,0
session_221,user_2130,Desktop,Canada,Google,1,1,0,0,0,0
session_2210,user_1201,Desktop,Germany,Direct,1,0,0,0,0,0
session_2211,user_1362,Tablet,USA,Email,1,1,0,0,0,0
session_2212,user_1347,Desktop,France,Social Media,1,1,1,1,1,1
session_2213,user_2978,Tablet,UK,Email,1,1,0,0,0,0
session_2214,user_2736,Mobile,Canada,Google,1,1,0,0,0,0
session_2215,user_1928,Mobile,Canada,Social Media,1,1,1,0,0,0
session_2216,user_2113,Desktop,Canada,Direct,1,1,1,1,1,1
session_2217,user_1691,Desktop,India,Social Media,1,1,1,1,1,1
session_2218,user_2619,Desktop,Australia,Social Media,1,0,0,0,0,0
session_2219,user_1225,Desktop,Australia,Direct,1,1,1,1,1,1
session_222,user_1105,Mobile,France,Email,1,0,0,0,0,0
session_2220,user_1685,Desktop,Germany,Direct,1,1,0,0,0,0
session_2221,user_1367,Mobile,India,Direct,1,1,0,0,0,0
session_2222,user_1657,Tablet,France,Google,1,1,1,1,1,1
session_2223,user_1116,Mobile,France,Google,1,1,1,1,1,1
session_2224,user_2332,Mobile,Australia,Social Media,1,0,0,0,0,0
session_2225,user_1493,Tablet,UK,Google,1,1,0,0,0,0
session_2226,user_1653,Tablet,USA,Email,1,1,0,0,0,0
session_2227,user_2265,Desktop,Canada,Direct,1,1,1,1,1,1
session_2228,user_2312,Desktop,UK,Email,1,1,1,0,0,0
session_2229,user_1508,Tablet,Canada,Google,1,1,1,1,1,1
session_223,user_2739,Desktop,UK,Google,1,0,0,0,0,0
session_2230,user_1532,Mobile,Australia,Direct,1,1,1,0,0,0
session_2231,user_1967,Mobile,France,Google,1,1,0,0,0,0
session_2232,user_1260,Mobile,USA,Google,1,0,0,0,0,0
session_2233,user_1539,Mobile,Canada,Email,1,1,0,0,0,0
session_2234,user_1274,Tablet,UK,Email,1,0,0,0,0,0
session_2235,user_2682,Tablet,Australia,Google,1,1,0,0,0,0
session_2236,user_2585,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2237,user_2022,Desktop,India,Email,1,1,0,0,0,0
session_2238,user_1579,Tablet,Canada,Google,1,1,0,0,0,0
session_2239,user_1425,Tablet,UK,Social Media,1,0,0,0,0,0
session_224,user_1644,Desktop,Australia,Social Media,1,0,0,0,0,0
session_2240,user_1761,Desktop,Australia,Email,1,1,1,1,1,1
session_2241,user_1660,Tablet,Canada,Google,1,1,1,1,1,1
session_2242,user_2683,Mobile,France,Direct,1,1,0,0,0,0
session_2243,user_1759,Mobile,UK,Email,1,1,1,1,1,1
session_2244,user_2942,Tablet,Australia,Direct,1,1,0,0,0,0
session_2245,user_1834,Tablet,Australia,Google,1,1,1,0,0,0
session_2246,user_2925,Desktop,Australia,Google,1,1,0,0,0,0
session_2247,user_1301,Mobile,India,Social Media,1,1,0,0,0,0
session_2248,user_1387,Tablet,Canada,Email,1,1,1,1,1,1
session_2249,user_1074,Tablet,India,Email,1,0,0,0,0,0
session_225,user_1845,Desktop,Australia,Direct,1,1,1,1,1,1
session_2250,user_2102,Mobile,Canada,Social Media,1,1,0,0,0,0
session_2251,user_2110,Desktop,Canada,Direct,1,1,1,1,1,1
session_2252,user_2650,Desktop,Germany,Direct,1,1,1,1,1,1
session_2253,user_2774,Desktop,USA,Direct,1,0,0,0,0,0
session_2254,user_1327,Tablet,France,Direct,1,1,0,0,0,0
session_2255,user_1058,Desktop,Germany,Direct,1,1,0,0,0,0
session_2256,user_2949,Tablet,USA,Google,1,0,0,0,0,0
session_2257,user_2701,Desktop,Germany,Email,1,1,0,0,0,0
session_2258,user_2481,Desktop,UK,Direct,1,1,1,1,1,1
session_2259,user_1941,Desktop,France,Direct,1,0,0,0,0,0
session_226,user_1715,Tablet,India,Social Media,1,1,0,0,0,0
session_2260,user_2452,Desktop,UK,Google,1,1,0,0,0,0
session_2261,user_1630,Tablet,France,Direct,1,1,0,0,0,0
session_2262,user_2790,Mobile,France,Direct,1,1,1,1,1,1
session_2263,user_2885,Tablet,USA,Email,1,0,0,0,0,0
session_2264,user_1085,Desktop,Canada,Direct,1,1,0,0,0,0
session_2265,user_1989,Desktop,UK,Email,1,0,0,0,0,0
session_2266,user_2796,Mobile,Australia,Google,1,1,1,1,1,1
session_2267,user_1055,Mobile,France,Direct,1,1,0,0,0,0
session_2268,user_1008,Mobile,Australia,Email,1,1,0,0,0,0
session_2269,user_1070,Mobile,Australia,Social Media,1,1,1,1,1,1
session_227,user_2505,Mobile,USA,Direct,1,1,0,0,0,0
session_2270,user_1892,Tablet,France,Email,1,1,0,0,0,0
session_2271,user_1716,Mobile,Germany,Social Media,1,0,0,0,0,0
session_2272,user_1485,Desktop,Germany,Email,1,1,1,1,1,1
session_2273,user_2878,Desktop,France,Email,1,1,0,0,0,0
session_2274,user_1112,Desktop,UK,Google,1,1,1,1,1,1
session_2275,user_1276,Tablet,Australia,Social Media,1,1,1,1,1,1
session_2276,user_2860,Tablet,Germany,Email,1,1,0,0,0,0
session_2277,user_1465,Desktop,France,Direct,1,1,1,1,1,1
session_2278,user_2869,Tablet,USA,Google,1,1,0,0,0,0
session_2279,user_2091,Desktop,Germany,Direct,1,1,1,1,1,1
session_228,user_1136,Desktop,UK,Google,1,1,0,0,0,0
session_2280,user_1064,Desktop,France,Direct,1,1,0,0,0,0
session_2281,user_2821,Desktop,Australia,Google,1,1,0,0,0,0
session_2282,user_2909,Desktop,France,Direct,1,0,0,0,0,0
session_2283,user_2288,Mobile,India,Direct,1,1,0,0,0,0
session_2284,user_1440,Mobile,USA,Social Media,1,1,1,0,0,0
session_2285,user_1589,Tablet,India,Google,1,1,0,0,0,0
session_2286,user_1162,Desktop,USA,Social Media,1,1,1,1,1,1
session_2287,user_1493,Tablet,Australia,Google,1,0,0,0,0,0
session_2288,user_2364,Tablet,Australia,Google,1,1,1,1,1,1
session_2289,user_1045,Tablet,Germany,Email,1,0,0,0,0,0
session_229,user_2465,Mobile,UK,Social Media,1,0,0,0,0,0
session_2290,user_1862,Mobile,France,Social Media,1,1,0,0,0,0
session_2291,user_2216,Desktop,UK,Social Media,1,1,1,0,0,0
session_2292,user_1721,Mobile,UK,Social Media,1,1,1,1,1,1
session_2293,user_2952,Mobile,Canada,Social Media,1,1,0,0,0,0
session_2294,user_1211,Desktop,UK,Google,1,1,0,0,0,0
session_2295,user_2791,Tablet,Canada,Email,1,1,1,0,0,0
session_2296,user_1617,Mobile,France,Google,1,1,1,1,1,1
session_2297,user_1406,Desktop,Australia,Social Media,1,1,0,0,0,0
session_2298,user_1359,Mobile,India,Google,1,1,0,0,0,0
session_2299,user_1116,Mobile,France,Direct,1,0,0,0,0,0
session_23,user_2546,Tablet,France,Direct,1,1,1,1,1,1
session_230,user_1053,Mobile,France,Direct,1,1,1,1,1,1
session_2300,user_2165,Mobile,UK,Social Media,1,0,0,0,0,0
session_2301,user_1442,Mobile,India,Email,1,1,1,1,1,1
session_2302,user_2512,Desktop,UK,Direct,1,1,0,0,0,0
session_2303,user_1702,Desktop,France,Google,1,1,0,0,0,0
session_2304,user_2860,Tablet,France,Google,1,1,1,1,1,1
session_2305,user_2447,Tablet,USA,Email,1,1,0,0,0,0
session_2306,user_2389,Mobile,USA,Email,1,1,0,0,0,0
session_2307,user_2266,Mobile,UK,Social Media,1,0,0,0,0,0
session_2308,user_1579,Tablet,France,Direct,1,0,0,0,0,0
session_2309,user_1393,Tablet,Germany,Google,1,1,0,0,0,0
session_231,user_2894,Mobile,Germany,Direct,1,0,0,0,0,0
session_2310,user_1627,Mobile,Australia,Social Media,1,1,0,0,0,0
session_2311,user_1947,Tablet,Germany,Social Media,1,1,1,1,1,1
session_2312,user_2182,Desktop,Canada,Email,1,1,0,0,0,0
session_2313,user_2945,Mobile,Australia,Google,1,1,0,0,0,0
session_2314,user_1961,Mobile,Canada,Social Media,1,1,1,1,1,1
session_2315,user_1391,Desktop,UK,Email,1,1,1,0,0,0
session_2316,user_1394,Tablet,Australia,Direct,1,1,0,0,0,0
session_2317,user_2157,Mobile,India,Email,1,1,1,1,1,1
session_2318,user_2206,Desktop,France,Google,1,1,0,0,0,0
session_2319,user_2004,Desktop,Germany,Google,1,1,1,1,1,1
session_232,user_2096,Mobile,Australia,Email,1,0,0,0,0,0
session_2320,user_2331,Tablet,USA,Google,1,1,1,1,1,1
session_2321,user_2103,Desktop,India,Email,1,1,0,0,0,0
session_2322,user_1259,Tablet,USA,Social Media,1,1,1,1,1,1
session_2323,user_2860,Tablet,UK,Google,1,1,0,0,0,0
session_2324,user_1621,Tablet,France,Email,1,1,1,1,1,1
session_2325,user_2058,Tablet,UK,Google,1,1,1,1,1,1
session_2326,user_2756,Tablet,France,Direct,1,0,0,0,0,0
session_2327,user_1268,Desktop,Germany,Email,1,1,1,0,0,0
session_2328,user_1708,Mobile,Canada,Social Media,1,1,0,0,0,0
session_2329,user_2137,Mobile,France,Email,1,1,0,0,0,0
session_233,user_2422,Desktop,Germany,Google,1,0,0,0,0,0
session_2330,user_2285,Tablet,Canada,Email,1,1,0,0,0,0
session_2331,user_2814,Mobile,Canada,Direct,1,1,0,0,0,0
session_2332,user_2160,Mobile,Australia,Social Media,1,0,0,0,0,0
session_2333,user_2655,Tablet,USA,Google,1,1,0,0,0,0
session_2334,user_1185,Desktop,India,Social Media,1,1,1,1,1,1
session_2335,user_2488,Mobile,USA,Email,1,1,0,0,0,0
session_2336,user_2566,Mobile,France,Email,1,1,0,0,0,0
session_2337,user_1770,Mobile,India,Social Media,1,1,1,1,1,1
session_2338,user_2490,Tablet,UK,Social Media,1,1,0,0,0,0
session_2339,user_2192,Desktop,Canada,Direct,1,1,1,0,0,0
session_234,user_2075,Tablet,UK,Direct,1,0,0,0,0,0
session_2340,user_1461,Tablet,Canada,Google,1,1,1,0,0,0
session_2341,user_1592,Desktop,USA,Social Media,1,1,0,0,0,0
session_2342,user_2110,Tablet,Germany,Direct,1,0,0,0,0,0
session_2343,user_1591,Tablet,Germany,Direct,1,1,0,0,0,0
session_2344,user_1012,Mobile,USA,Social Media,1,0,0,0,0,0
session_2345,user_1133,Mobile,Canada,Email,1,1,0,0,0,0
session_2346,user_1763,Desktop,USA,Social Media,1,1,0,0,0,0
session_2347,user_2271,Mobile,India,Google,1,1,0,0,0,0
session_2348,user_1622,Desktop,Australia,Direct,1,1,1,1,1,1
session_2349,user_2904,Desktop,UK,Email,1,1,0,0,0,0
session_235,user_1064,Tablet,India,Social Media,1,1,0,0,0,0
session_2350,user_1351,Mobile,India,Email,1,1,0,0,0,0
session_2351,user_2832,Tablet,Canada,Google,1,1,1,1,1,1
session_2352,user_1380,Tablet,Canada,Direct,1,1,0,0,0,0
session_2353,user_2564,Mobile,Canada,Email,1,0,0,0,0,0
session_2354,user_1950,Desktop,France,Email,1,1,0,0,0,0
session_2355,user_1288,Desktop,France,Direct,1,1,0,0,0,0
session_2356,user_2366,Desktop,India,Direct,1,0,0,0,0,0
session_2357,user_1446,Desktop,India,Social Media,1,1,0,0,0,0
session_2358,user_1458,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2359,user_2756,Desktop,India,Google,1,1,0,0,0,0
session_236,user_1611,Mobile,USA,Google,1,1,0,0,0,0
session_2360,user_2151,Desktop,USA,Email,1,1,0,0,0,0
session_2361,user_1022,Mobile,Canada,Direct,1,1,0,0,0,0
session_2362,user_2948,Mobile,Canada,Direct,1,1,0,0,0,0
session_2363,user_2534,Mobile,UK,Google,1,1,0,0,0,0
session_2364,user_2295,Tablet,France,Direct,1,1,0,0,0,0
session_2365,user_1942,Mobile,India,Email,1,1,1,1,1,1
session_2366,user_2529,Desktop,Australia,Google,1,1,1,0,0,0
session_2367,user_1630,Tablet,France,Google,1,1,0,0,0,0
session_2368,user_2418,Mobile,Germany,Google,1,0,0,0,0,0
session_2369,user_1645,Tablet,USA,Direct,1,1,0,0,0,0
session_237,user_2354,Tablet,UK,Google,1,1,0,0,0,0
session_2370,user_1910,Desktop,Germany,Email,1,1,0,0,0,0
session_2371,user_2602,Tablet,Australia,Email,1,1,1,0,0,0
session_2372,user_2515,Desktop,Germany,Email,1,1,1,1,1,1
session_2373,user_2511,Desktop,India,Social Media,1,0,0,0,0,0
session_2374,user_2151,Desktop,Australia,Email,1,1,0,0,0,0
session_2375,user_2222,Desktop,Germany,Social Media,1,1,1,1,1,1
session_2376,user_1974,Tablet,India,Google,1,1,0,0,0,0
session_2377,user_1295,Mobile,France,Email,1,1,0,0,0,0
session_2378,user_2453,Tablet,USA,Social Media,1,1,0,0,0,0
session_2379,user_1928,Desktop,USA,Social Media,1,0,0,0,0,0
session_238,user_1429,Tablet,Germany,Social Media,1,1,1,0,0,0
session_2380,user_2888,Tablet,Australia,Email,1,1,0,0,0,0
session_2381,user_1569,Tablet,USA,Email,1,1,1,1,1,1
session_2382,user_2204,Tablet,Australia,Social Media,1,1,1,1,1,1
session_2383,user_2316,Mobile,USA,Direct,1,0,0,0,0,0
session_2384,user_1070,Desktop,Canada,Email,1,1,0,0,0,0
session_2385,user_2997,Mobile,UK,Social Media,1,1,0,0,0,0
session_2386,user_1157,Desktop,France,Google,1,1,0,0,0,0
session_2387,user_2794,Mobile,Germany,Google,1,1,0,0,0,0
session_2388,user_2634,Mobile,UK,Direct,1,1,1,1,1,1
session_2389,user_1606,Tablet,Canada,Direct,1,1,1,0,0,0
session_239,user_1652,Mobile,UK,Social Media,1,0,0,0,0,0
session_2390,user_2105,Tablet,Canada,Email,1,1,0,0,0,0
session_2391,user_1798,Mobile,Canada,Social Media,1,1,0,0,0,0
session_2392,user_2578,Mobile,UK,Email,1,1,0,0,0,0
session_2393,user_2527,Mobile,Australia,Social Media,1,0,0,0,0,0
session_2394,user_2184,Mobile,Australia,Email,1,1,1,1,1,1
session_2395,user_1778,Tablet,Germany,Social Media,1,1,1,1,1,1
session_2396,user_1224,Desktop,India,Social Media,1,0,0,0,0,0
session_2397,user_1828,Desktop,Germany,Google,1,0,0,0,0,0
session_2398,user_1124,Tablet,USA,Social Media,1,1,0,0,0,0
session_2399,user_2961,Mobile,Germany,Google,1,1,1,0,0,0
session_24,user_2666,Desktop,France,Google,1,1,0,0,0,0
session_240,user_1400,Mobile,India,Google,1,1,0,0,0,0
session_2400,user_1831,Desktop,Germany,Direct,1,0,0,0,0,0
session_2401,user_2018,Tablet,USA,Google,1,1,1,1,1,1
session_2402,user_2955,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2403,user_2504,Mobile,Germany,Direct,1,0,0,0,0,0
session_2404,user_2965,Desktop,Canada,Direct,1,1,0,0,0,0
session_2405,user_1983,Mobile,Germany,Email,1,1,0,0,0,0
session_2406,user_1255,Mobile,Canada,Email,1,1,0,0,0,0
session_2407,user_2468,Desktop,India,Direct,1,1,1,1,1,1
session_2408,user_2143,Mobile,Canada,Social Media,1,1,1,1,1,1
session_2409,user_1820,Tablet,Canada,Email,1,0,0,0,0,0
session_241,user_2055,Tablet,UK,Google,1,1,0,0,0,0
session_2410,user_1372,Tablet,France,Google,1,1,1,1,1,1
session_2411,user_1599,Desktop,France,Social Media,1,1,0,0,0,0
session_2412,user_2514,Desktop,Australia,Direct,1,1,0,0,0,0
session_2413,user_1625,Desktop,USA,Email,1,1,1,1,1,1
session_2414,user_2512,Desktop,India,Email,1,1,1,1,1,1
session_2415,user_2380,Tablet,India,Google,1,0,0,0,0,0
session_2416,user_1042,Mobile,India,Google,1,1,1,1,1,1
session_2417,user_1868,Tablet,France,Social Media,1,1,1,1,1,1
session_2418,user_2258,Mobile,USA,Direct,1,1,0,0,0,0
session_2419,user_1133,Desktop,USA,Social Media,1,0,0,0,0,0
session_242,user_2239,Desktop,UK,Email,1,1,1,1,1,1
session_2420,user_2591,Desktop,Canada,Email,1,1,1,1,1,1
session_2421,user_1618,Mobile,India,Social Media,1,1,0,0,0,0
session_2422,user_1500,Mobile,India,Google,1,1,0,0,0,0
session_2423,user_1964,Tablet,USA,Google,1,1,0,0,0,0
session_2424,user_1107,Desktop,USA,Direct,1,1,1,1,1,1
session_2425,user_1289,Desktop,UK,Google,1,1,1,0,0,0
session_2426,user_2457,Tablet,Australia,Google,1,0,0,0,0,0
session_2427,user_2293,Mobile,Germany,Email,1,1,1,1,1,1
session_2428,user_2778,Mobile,Australia,Social Media,1,1,1,0,0,0
session_2429,user_1478,Tablet,USA,Google,1,1,0,0,0,0
session_243,user_2150,Desktop,Germany,Social Media,1,1,0,0,0,0
session_2430,user_1935,Tablet,Canada,Direct,1,1,0,0,0,0
session_2431,user_1860,Desktop,Canada,Email,1,1,0,0,0,0
session_2432,user_2972,Mobile,USA,Social Media,1,1,0,0,0,0
session_2433,user_2582,Mobile,USA,Social Media,1,1,1,0,0,0
session_2434,user_2366,Tablet,Germany,Google,1,0,0,0,0,0
session_2435,user_1384,Mobile,Australia,Social Media,1,0,0,0,0,0
session_2436,user_2957,Mobile,France,Social Media,1,0,0,0,0,0
session_2437,user_2232,Tablet,India,Direct,1,1,1,0,0,0
session_2438,user_2687,Tablet,France,Email,1,0,0,0,0,0
session_2439,user_1610,Desktop,USA,Google,1,0,0,0,0,0
session_244,user_2719,Desktop,USA,Direct,1,1,0,0,0,0
session_2440,user_1783,Mobile,Australia,Google,1,1,0,0,0,0
session_2441,user_2043,Mobile,France,Email,1,1,1,0,0,0
session_2442,user_2570,Mobile,Germany,Direct,1,1,0,0,0,0
session_2443,user_1885,Mobile,Canada,Email,1,0,0,0,0,0
session_2444,user_2914,Tablet,Canada,Email,1,0,0,0,0,0
session_2445,user_1850,Tablet,UK,Social Media,1,0,0,0,0,0
session_2446,user_1136,Tablet,France,Direct,1,0,0,0,0,0
session_2447,user_1837,Mobile,UK,Google,1,0,0,0,0,0
session_2448,user_2906,Desktop,India,Direct,1,1,0,0,0,0
session_2449,user_1605,Mobile,Canada,Email,1,1,1,0,0,0
session_245,user_1643,Tablet,France,Google,1,1,0,0,0,0
session_2450,user_2584,Tablet,Australia,Direct,1,1,1,1,0,0
session_2451,user_2957,Mobile,Germany,Direct,1,1,1,1,0,0
session_2452,user_1519,Mobile,Australia,Email,1,1,1,1,1,1
session_2453,user_1440,Mobile,USA,Direct,1,0,0,0,0,0
session_2454,user_2384,Mobile,Germany,Direct,1,1,0,0,0,0
session_2455,user_1965,Desktop,UK,Social Media,1,1,0,0,0,0
session_2456,user_2208,Tablet,UK,Google,1,1,1,1,1,1
session_2457,user_2459,Desktop,Australia,Email,1,1,0,0,0,0
session_2458,user_2762,Desktop,Canada,Direct,1,0,0,0,0,0
session_2459,user_1147,Desktop,India,Direct,1,1,0,0,0,0
session_246,user_2239,Tablet,Germany,Email,1,1,0,0,0,0
session_2460,user_1253,Tablet,UK,Email,1,1,0,0,0,0
session_2461,user_1433,Desktop,India,Direct,1,0,0,0,0,0
session_2462,user_2232,Desktop,Germany,Google,1,1,0,0,0,0
session_2463,user_2128,Tablet,Australia,Social Media,1,1,0,0,0,0
session_2464,user_1202,Desktop,UK,Direct,1,0,0,0,0,0
session_2465,user_2472,Tablet,UK,Google,1,1,0,0,0,0
session_2466,user_1432,Mobile,UK,Social Media,1,0,0,0,0,0
session_2467,user_2910,Desktop,USA,Google,1,1,0,0,0,0
session_2468,user_2733,Desktop,Canada,Email,1,1,1,1,1,1
session_2469,user_1919,Tablet,Canada,Direct,1,1,0,0,0,0
session_247,user_1171,Tablet,Canada,Social Media,1,1,1,0,0,0
session_2470,user_2756,Tablet,UK,Direct,1,1,1,1,1,1
session_2471,user_2812,Tablet,India,Social Media,1,1,0,0,0,0
session_2472,user_1494,Mobile,UK,Google,1,1,1,1,1,1
session_2473,user_2543,Desktop,Australia,Google,1,1,1,1,1,1
session_2474,user_1270,Desktop,UK,Direct,1,1,0,0,0,0
session_2475,user_2896,Mobile,India,Social Media,1,1,0,0,0,0
session_2476,user_1895,Desktop,UK,Google,1,1,0,0,0,0
session_2477,user_1293,Tablet,UK,Email,1,1,1,1,1,1
session_2478,user_2543,Tablet,India,Google,1,0,0,0,0,0
session_2479,user_2031,Tablet,Australia,Direct,1,1,0,0,0,0
session_248,user_1611,Mobile,Canada,Direct,1,0,0,0,0,0
session_2480,user_2685,Tablet,India,Email,1,1,0,0,0,0
session_2481,user_2344,Mobile,Australia,Email,1,1,0,0,0,0
session_2482,user_1284,Tablet,India,Email,1,1,0,0,0,0
session_2483,user_1985,Mobile,UK,Google,1,1,0,0,0,0
session_2484,user_2923,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2485,user_2870,Mobile,Germany,Email,1,0,0,0,0,0
session_2486,user_2454,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2487,user_2657,Desktop,Canada,Social Media,1,1,1,0,0,0
session_2488,user_1760,Tablet,UK,Direct,1,1,1,1,1,1
session_2489,user_1196,Mobile,UK,Social Media,1,1,1,1,1,1
session_249,user_1430,Mobile,UK,Direct,1,1,0,0,0,0
session_2490,user_2846,Desktop,Canada,Google,1,1,0,0,0,0
session_2491,user_2974,Tablet,Germany,Social Media,1,1,0,0,0,0
session_2492,user_2043,Desktop,France,Social Media,1,1,1,0,0,0
session_2493,user_1897,Desktop,UK,Direct,1,1,1,0,0,0
session_2494,user_2621,Desktop,USA,Direct,1,1,1,0,0,0
session_2495,user_1944,Desktop,UK,Google,1,0,0,0,0,0
session_2496,user_2175,Tablet,India,Email,1,1,1,1,1,1
session_2497,user_1066,Desktop,Australia,Direct,1,1,0,0,0,0
session_2498,user_1585,Mobile,Canada,Google,1,1,1,1,1,1
session_2499,user_2837,Tablet,Canada,Google,1,1,0,0,0,0
session_25,user_1143,Tablet,USA,Google,1,1,0,0,0,0
session_250,user_2183,Desktop,France,Social Media,1,1,1,1,1,1
session_2500,user_2301,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2501,user_2317,Mobile,USA,Google,1,1,1,1,0,0
session_2502,user_2006,Desktop,USA,Email,1,1,0,0,0,0
session_2503,user_1609,Desktop,USA,Email,1,1,1,0,0,0
session_2504,user_2634,Mobile,Germany,Direct,1,0,0,0,0,0
session_2505,user_2423,Tablet,UK,Google,1,1,0,0,0,0
session_2506,user_2391,Desktop,Germany,Social Media,1,1,1,1,1,1
session_2507,user_2940,Tablet,Germany,Email,1,0,0,0,0,0
session_2508,user_2026,Desktop,Australia,Google,1,0,0,0,0,0
session_2509,user_2322,Tablet,Germany,Social Media,1,0,0,0,0,0
session_251,user_2069,Desktop,Australia,Direct,1,0,0,0,0,0
session_2510,user_2989,Tablet,Germany,Google,1,1,1,1,1,1
session_2511,user_2219,Desktop,India,Direct,1,1,0,0,0,0
session_2512,user_2585,Mobile,India,Direct,1,0,0,0,0,0
session_2513,user_2123,Mobile,India,Social Media,1,1,1,1,1,1
session_2514,user_1848,Mobile,Germany,Google,1,1,1,1,1,1
session_2515,user_1754,Desktop,Canada,Email,1,1,0,0,0,0
session_2516,user_2236,Tablet,Australia,Google,1,0,0,0,0,0
session_2517,user_1818,Mobile,Canada,Direct,1,0,0,0,0,0
session_2518,user_1071,Tablet,UK,Direct,1,1,1,0,0,0
session_2519,user_2126,Mobile,Canada,Email,1,1,0,0,0,0
session_252,user_2257,Mobile,Canada,Google,1,1,1,1,1,1
session_2520,user_1618,Desktop,Germany,Direct,1,1,0,0,0,0
session_2521,user_2842,Mobile,Germany,Social Media,1,1,1,0,0,0
session_2522,user_2223,Tablet,Canada,Google,1,1,1,1,1,1
session_2523,user_2329,Desktop,India,Google,1,0,0,0,0,0
session_2524,user_1740,Tablet,UK,Email,1,0,0,0,0,0
session_2525,user_2558,Desktop,USA,Google,1,1,0,0,0,0
session_2526,user_2672,Mobile,Germany,Google,1,0,0,0,0,0
session_2527,user_1595,Mobile,India,Social Media,1,1,0,0,0,0
session_2528,user_1185,Desktop,Germany,Google,1,1,0,0,0,0
session_2529,user_2255,Desktop,India,Social Media,1,0,0,0,0,0
session_253,user_2814,Mobile,India,Email,1,1,0,0,0,0
session_2530,user_3000,Tablet,India,Direct,1,1,1,1,1,1
session_2531,user_1540,Tablet,USA,Direct,1,1,1,1,1,1
session_2532,user_1576,Tablet,Canada,Social Media,1,1,0,0,0,0
session_2533,user_2480,Tablet,Germany,Social Media,1,0,0,0,0,0
session_2534,user_2215,Tablet,USA,Google,1,1,0,0,0,0
session_2535,user_2038,Tablet,USA,Social Media,1,1,1,1,0,0
session_2536,user_2230,Mobile,Canada,Email,1,1,1,1,1,1
session_2537,user_1594,Desktop,Germany,Direct,1,1,0,0,0,0
session_2538,user_1595,Tablet,Australia,Email,1,1,1,0,0,0
session_2539,user_2039,Tablet,USA,Social Media,1,1,0,0,0,0
session_254,user_2447,Tablet,India,Social Media,1,1,0,0,0,0
session_2540,user_1479,Desktop,UK,Email,1,1,1,0,0,0
session_2541,user_1448,Tablet,Canada,Social Media,1,1,1,0,0,0
session_2542,user_2937,Desktop,India,Email,1,1,0,0,0,0
session_2543,user_1229,Tablet,Germany,Direct,1,1,1,1,0,0
session_2544,user_2581,Mobile,Canada,Email,1,1,0,0,0,0
session_2545,user_2460,Tablet,UK,Direct,1,1,0,0,0,0
session_2546,user_1376,Mobile,Canada,Email,1,1,1,1,1,1
session_2547,user_1017,Mobile,Canada,Email,1,1,0,0,0,0
session_2548,user_1680,Tablet,UK,Direct,1,0,0,0,0,0
session_2549,user_1079,Desktop,UK,Email,1,1,0,0,0,0
session_255,user_1849,Tablet,France,Google,1,1,1,0,0,0
session_2550,user_1360,Tablet,Australia,Email,1,1,0,0,0,0
session_2551,user_2343,Mobile,USA,Google,1,1,0,0,0,0
session_2552,user_2028,Mobile,India,Direct,1,0,0,0,0,0
session_2553,user_1064,Desktop,USA,Direct,1,0,0,0,0,0
session_2554,user_1850,Mobile,USA,Email,1,1,0,0,0,0
session_2555,user_2244,Desktop,USA,Email,1,1,1,1,1,1
session_2556,user_2401,Mobile,France,Google,1,1,0,0,0,0
session_2557,user_2278,Desktop,UK,Email,1,1,0,0,0,0
session_2558,user_1105,Tablet,France,Email,1,1,1,0,0,0
session_2559,user_1701,Desktop,Australia,Google,1,1,1,0,0,0
session_256,user_2794,Desktop,Canada,Social Media,1,0,0,0,0,0
session_2560,user_2701,Tablet,Australia,Email,1,1,0,0,0,0
session_2561,user_1955,Desktop,Germany,Email,1,1,0,0,0,0
session_2562,user_1487,Tablet,UK,Direct,1,1,1,1,1,1
session_2563,user_2318,Mobile,Australia,Social Media,1,1,1,1,1,1
session_2564,user_1849,Mobile,India,Email,1,1,1,1,1,1
session_2565,user_1363,Desktop,Australia,Direct,1,1,1,0,0,0
session_2566,user_1929,Desktop,Canada,Email,1,1,1,1,1,1
session_2567,user_2628,Tablet,Australia,Direct,1,0,0,0,0,0
session_2568,user_2579,Desktop,UK,Direct,1,1,1,1,1,1
